Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"94761","","","None","academy.platinumcredit.co.ke","tcp","443","SSL Root Certification Authority Certificate Information","A root Certification Authority certificate was found at the top of the
certificate chain.","The remote service uses an SSL certificate chain that contains a
self-signed root Certification Authority certificate at the top of the
chain.","Ensure that use of this root Certification Authority certificate
complies with your organization's acceptable use and security
policies.","https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2003/cc778623(v=ws.10)","
The following root Certification Authority certificate was found :

|-Subject             : O=Digital Signature Trust Co./CN=DST Root CA X3
|-Issuer              : O=Digital Signature Trust Co./CN=DST Root CA X3
|-Valid From          : Sep 30 21:12:19 2000 GMT
|-Valid To            : Sep 30 14:01:15 2021 GMT
|-Signature Algorithm : SHA-1 With RSA Encryption
"
"95631","","","None","academy.platinumcredit.co.ke","tcp","443","SSL Certificate Signed Using Weak Hashing Algorithm (Known CA)","A known CA SSL certificate in the certificate chain has been signed
using a weak hashing algorithm.","The remote service uses a known CA certificate in the SSL certificate chain that has been signed using a 
cryptographically weak hashing algorithm (e.g., MD2, MD4, MD5, or SHA1). These signature algorithms are known to be 
vulnerable to collision attacks (CVE-2004-2761, for example). An attacker can exploit this to generate another 
certificate with the same digital signature, allowing the attacker to masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as 
vulnerable. This is in accordance with Google's gradual sunsetting of the SHA-1 cryptographic hash algorithm.

Note that this plugin will only fire on root certificates that are known certificate authorities as listed in Tenable 
Community Knowledge Article 000001752. That is what differentiates this plugin from plugin 35291, which will fire on any
certificate, not just known certificate authority root certificates.

Known certificate authority root certificates are inherently trusted and so any potential issues with the signature, 
including it being signed using a weak hashing algorithm, are not considered security issues.","Contact the Certificate Authority to have the certificate reissued.","http://www.nessus.org/u?ae636e78
https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2","
The following known CA certificates were part of the certificate
chain sent by the remote host, but contain hashes that are considered
to be weak.

Subject             : O=Digital Signature Trust Co./CN=DST Root CA X3
Signature Algorithm : SHA-1 With RSA Encryption
Valid From          : Sep 30 21:12:19 2000 GMT
Valid To            : Sep 30 14:01:15 2021 GMT
Raw PEM certificate : 
-----BEGIN CERTIFICATE-----
MIIDSjCCAjKgAwIBAgIQRK+wgNajJ7qJMDmGLvhAazANBgkqhkiG9w0BAQUFADA/MSQwIgYDVQQKExtEaWdpdGFsIFNpZ25hdHVyZSBUcnVzdCBDby4xFzAVBgNVBAMTDkRTVCBSb290IENBIFgzMB4XDTAwMDkzMDIxMTIxOVoXDTIxMDkzMDE0MDExNVowPzEkMCIGA1UEChMbRGlnaXRhbCBTaWduYXR1cmUgVHJ1c3QgQ28uMRcwFQYDVQQDEw5EU1QgUm9vdCBDQSBYMzCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAN+v6ZdQCINXtMxiZfaQguzH0yxrMMpb7NnDfcdAwRgUi+DoM3ZJKuM/IUmTrE4Orz5Iy2Xu/NMhD2XSKtkyj4zl93ewEnu1lcCJo6m67XMuegwGMoOifooUMM0RoOEqOLl5CjH9UL2AZd+3UWODyOKIYepLYYHsUmu5ouJLGiifSKOeDNoJjj4XLh7dIN9bxiqKqy69cK3FCxolkHRyxXtqqzTWMIn/5WgTe1QLyNau7Fqckh49ZLOMxt+/yUFw7BZy1SbsOFU5Q9D8/RhcQPGX69Wam40dutolucbY38EVAjqr2m7xPi71XAicPNaDaeQQmxkqtilX4+U9m5/wAl0CAwEAAaNCMEAwDwYDVR0TAQH/BAUwAwEB/zAOBgNVHQ8BAf8EBAMCAQYwHQYDVR0OBBYEFMSnsaR7LHH62+FLkHX/xBVghYkQMA0GCSqGSIb3DQEBBQUAA4IBAQCjGiybFwBcqR7uKGY3Or+Dxz9LwwmglSBd49lZRNI+DT69ikugdB/OEIKcdBodfpga3csTS7MgROSR6cz8faXbauX+5v3gTt23ADq1cEmv8uXrAvHRAosZy5Q6XkjEGB5YGV8eAlrwDPGxrancWYaLbumR9YbK+rlmM6pZW87ipxZzR8srzJmwN0jP41ZL9c8PDHIyh8bwRLtTcm1D9SZImlJnt1ir/md2cXjbDaJWFBM5JDGFoqgCWjBH4d1QB7wCCZAA62RjYJsWvIjJEubSfZGL+T0yjWW06XyxV3bqxbYoOb8VZRzI9neWagqNdwvYkQsEjgfbKbYK7p2CNTUQ
-----END CERTIFICATE-----
"
"136318","","","None","academy.platinumcredit.co.ke","tcp","443","TLS Version 1.2 Protocol Detection","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.2.","N/A","https://tools.ietf.org/html/rfc5246","TLSv1.2 is enabled and the server supports at least one cipher."
"142960","","5.8","Medium","academy.platinumcredit.co.ke","tcp","443","HSTS Missing From HTTPS Server (RFC 6797)","The remote web server is not enforcing HSTS, as defined by RFC 6797.","The remote web server is not enforcing HSTS, as defined by RFC 6797. 
HSTS is an optional response header that can be configured on the server to instruct 
the browser to only communicate via HTTPS. The lack of HSTS allows downgrade attacks,
SSL-stripping man-in-the-middle attacks, and weakens cookie-hijacking protections.","Configure the remote web server to use HSTS.","https://tools.ietf.org/html/rfc6797","
  The remote HTTPS server does not send the HTTP
  ""Strict-Transport-Security"" header.
"
"149334","","","None","academy.platinumcredit.co.ke","tcp","22","SSH Password Authentication Accepted","The SSH server on the remote host accepts password authentication.","The SSH server on the remote host accepts password authentication.","n/a","https://tools.ietf.org/html/rfc4252#section-8",""
"150280","CVE-2019-17567","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-13938","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-13950","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-35452","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-26690","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-26691","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-30641","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2019-17567","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-13938","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-13950","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2020-35452","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-26690","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-26691","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"150280","CVE-2021-30641","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.47 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.47. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.47 changelog:

  - Unexpected <Location> section matching with 'MergeSlashes OFF' (CVE-2021-30641)

  - mod_auth_digest: possible stack overflow by one nul byte while validating the Digest nonce. (CVE-2020-35452)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service
    with a malicious backend server and SessionHeader. (CVE-2021-26691)

  - mod_session: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of Service.
    (CVE-2021-26690)

  - mod_proxy_http: Fix possible crash due to NULL pointer dereference, which could be used to cause a Denial of
    Service. (CVE-2020-13950)

  - Windows: Prevent local users from stopping the httpd process (CVE-2020-13938)

  - mod_proxy_wstunnel, mod_proxy_http: Handle Upgradable protocols end-to-end negotiation. (CVE-2019-17567)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.47 or later.","https://downloads.apache.org/httpd/CHANGES_2.4","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.47
"
"153583","CVE-2021-40438","6.8","Critical","academy.platinumcredit.co.ke","tcp","80","Apache < 2.4.49 Multiple Vulnerabilities","The remote web server is affected by a vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.49. It is, therefore, affected by a
vulnerability as referenced in the 2.4.49 changelog.

  - A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the
  remote user. (CVE-2021-40438)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.49 or later.","https://downloads.apache.org/httpd/CHANGES_2.4
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.49
"
"153583","CVE-2021-40438","6.8","Critical","academy.platinumcredit.co.ke","tcp","443","Apache < 2.4.49 Multiple Vulnerabilities","The remote web server is affected by a vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.49. It is, therefore, affected by a
vulnerability as referenced in the 2.4.49 changelog.

  - A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the
  remote user. (CVE-2021-40438)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.49 or later.","https://downloads.apache.org/httpd/CHANGES_2.4
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.49
"
"153584","CVE-2021-34798","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache < 2.4.49 Multiple Vulnerabilities","The remote web server is affected by a vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.49. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.49 changelog.

  - ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No included modules pass
    untrusted data to these functions, but third-party / external modules may. (CVE-2021-39275)

  - Malformed requests may cause the server to dereference a NULL pointer. (CVE-2021-34798)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.49 or later.","https://downloads.apache.org/httpd/CHANGES_2.4
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.49
"
"153584","CVE-2021-39275","7.5","Critical","academy.platinumcredit.co.ke","tcp","80","Apache < 2.4.49 Multiple Vulnerabilities","The remote web server is affected by a vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.49. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.49 changelog.

  - ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No included modules pass
    untrusted data to these functions, but third-party / external modules may. (CVE-2021-39275)

  - Malformed requests may cause the server to dereference a NULL pointer. (CVE-2021-34798)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.49 or later.","https://downloads.apache.org/httpd/CHANGES_2.4
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.49
"
"153584","CVE-2021-34798","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache < 2.4.49 Multiple Vulnerabilities","The remote web server is affected by a vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.49. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.49 changelog.

  - ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No included modules pass
    untrusted data to these functions, but third-party / external modules may. (CVE-2021-39275)

  - Malformed requests may cause the server to dereference a NULL pointer. (CVE-2021-34798)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.49 or later.","https://downloads.apache.org/httpd/CHANGES_2.4
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.49
"
